instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,mixed_type_col
2381.0,2011-04-14,2.0,0.0,4.0,,0.0,4.0,1.0,1.0,0.36,0.3485,0.76,0.1343, 0.0 ,3.0,3.0,
2382.0,2011-04-14,2.0,0.0,4.0,3.0,0.0,4.0,1.0,,0.34,0.3333, 0.81 ,0.1343,0.0,2.0,2.0,477
2383.0,2011-04-14,2.0,0.0,4.0,4.0,0.0,4.0,1.0,1.0,0.34,0.3636,0.76,0.0,1.0,8.0,9.0,186
2384.0,2011-04-14,2.0,0.0,4.0,5.0,0.0,4.0,1.0,1.0,0.34,0.3485,0.76,0.0896,2.0,12.0,14.0,45
 2385.0 ,2011-04-14,2.0,0.0,4.0,6.0,0.0,4.0,1.0,1.0,0.34,0.3485,0.76,0.1045,4.0,66.0,70.0,
2386.0,2011-04-14,2.0,0.0,4.0,7.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.66,0.0,11.0,182.0,193.0,
2387.0,2011-04-14,2.0,0.0,4.0,8.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.58, 0.1642 ,21.0,316.0, 337.0 ,
2388.0,2011-04-14, 2.0 ,error,4.0,9.0,0.0,4.0, 1.0 ,1.0,0.46,0.4545,48.45,0.1343,18.0,152.0,170.0,238
2389.0,2011-04-14,2.0,0.0,4.0,10.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.51,0.194,21.0,68.0,89.0,
2390.0,2011-04-14,2.0,0.0,4.0, 11.0 ,0.0,4.0,1.0,1.0,0.52,0.5,0.45,0.1642,28.0,87.0,115.0,unknown
2391.0,2011-04-14,2.0,0.0,4.0,12.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.42,0.1343,35.0,110.0,145.0,732
2392.0,2011-04-14,2.0,0.0,4.0,13.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.37,0.2239,38.0,121.0,159.0,330
2393.0,2011-04-14,2.0,0.0,4.0,14.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.35,0.0896,36.0,101.0,137.0,951
2394.0,2011-04-14,2.0,0.0,4.0,15.0,0.0,4.0,1.0,1.0,0.6,0.6212,0.31,, 57.0 , 85.0 ,142.0,160
2395.0, 2011-04-14 , 2.0 ,0.0,4.0,,0.0,4.0,1.0,1.0,0.6, 0.6061 ,0.26,0.1045,49.0, 153.0 ,202.0,851
2396.0,2011-04-14,2.0,0.0,4.0,17.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.28,0.0,50.0,338.0,388.0,348
2397.0,2011-04-14,2.0,0.0,4.0,18.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.3,0.0, 47.0 ,290.0,337.0,589
2398.0,2011-04-14,2.0,0.0,4.0,19.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.32, 0.0 ,37.0,222.0,259.0,697
2399.0,2011-04-14,2.0,0.0, 4.0 ,20.0,0.0,4.0,1.0,1.0,0.5,44.6016,0.51,0.194,22.0,147.0,169.0,
2400.0,2011-04-14,2.0,0.0,4.0,21.0, 0.0 ,4.0,NULL,1.0,0.46,0.4545,0.63,0.1343,19.0, 126.0 ,145.0,
 2401.0 , NAN ,2.0,0.0,4.0,22.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.55,0.1045,22.0,82.0,104.0,851
2402.0,2011-04-14,2.0,0.0,4.0,23.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.59,0.1045,7.0,40.0,47.0,619
2403.0,2011-04-15,2.0,0.0,4.0,0.0,1.0,5.0, 0.0 ,1.0,0.44,0.4394,0.67,0.0,6.0,21.0,27.0,496
2404.0,2011-04-15,2.0,0.0,4.0,1.0,1.0,5.0,0.0,1.0,0.44,0.4394,0.62,0.0,6.0,9.0,15.0,255
2405.0,2011-04-15,2.0,0.0,4.0,2.0,1.0,5.0,0.0,1.0, 0.4 ,0.4091,0.76,0.0,8.0,10.0,18.0,906
2406.0,2011-04-15,2.0,0.0,4.0,3.0,1.0,5.0,0.0,1.0,0.4,0.4091,0.76,0.0,0.0,3.0,3.0,104
2407.0,2011-04-15,2.0,0.0,4.0,4.0,1.0,5.0,0.0,1.0,0.38,0.3939,0.82,0.0896,0.0,228.0,3.0,431
2408.0,2011-04-15,2.0,0.0,4.0, 5.0 ,1.0,5.0,0.0,1.0,0.36,0.3636,0.81,0.1045,2.0,11.0,13.0,164
NULL,2011-04-15,2.0,0.0,4.0,6.0,1.0,5.0,0.0,1.0,0.36,0.3636,0.81,0.0896,5.0,42.0,47.0,unknown
2410.0,2011-04-15,2.0,0.0, 4.0 ,7.0,1.0,5.0,0.0,1.0, 0.4 ,0.4091,0.71,0.1642,10.0,139.0,149.0,168
2411.0,2011-04-15,2.0,0.0,4.0,8.0,1.0,5.0,0.0,1.0,0.44,0.4394,0.62,0.2985,21.0,279.0,300.0,unknown
2412.0,2011-04-15,2.0,0.0,4.0,9.0,1.0,5.0,0.0, 1.0 ,0.5, 0.4848 ,0.55, 0.194 ,16.0,162.0,1118.0,436
2413.0,2011-04-15,2.0,0.0,4.0,10.0,1.0, 5.0 ,0.0,1.0,0.5,0.4848,0.55,0.194,31.0,91.0,122.0,219
2414.0,2011-04-15,2.0,0.0,4.0,11.0,1.0,5.0,0.0,1.0,0.52,0.5,0.55,0.194,41.0,95.0,136.0,unknown
2415.0,2011-04-15,2.0,0.0,4.0,12.0,1.0,5.0,0.0,1.0,0.52,0.5,0.55,0.2836,45.0,155.0,200.0,63
2416.0, 2011-04-15 ,2.0,0.0,4.0,13.0,1.0,5.0,0.0,1.0,0.54,0.5152,0.52,0.2537,47.0,133.0,180.0,81
2417.0,2011-04-15,2.0,0.0,4.0,14.0,1.0,5.0, 0.0 , 1.0 ,0.54,0.5152,N/A,0.2537,57.0,106.0,163.0,204
,2011-04-15,2.0,0.0,4.0,15.0,1.0,5.0,0.0,1.0,0.54,0.5152,0.52,0.4478,50.0,112.0, 162.0 ,510
2419.0,2011-04-15,2.0, 0.0 ,4.0,16.0, 1.0 ,5.0, 0.0 ,1.0,0.52,0.5,0.55,0.4925,70.0,173.0,243.0,259
2420.0,2011-04-15,2.0,0.0,4.0,17.0,1.0,5.0,0.0,2.0,0.5,0.4848,0.63,0.3881,64.0,267.0,331.0,
2421.0,2011-04-15,2.0,0.0,4.0,18.0,1.0, 5.0 ,0.0,2.0,0.46,0.4545,,0.3881,47.0,216.0,263.0,855
 2422.0 ,2011-04-15,2.0,0.0,4.0,19.0,1.0,5.0,0.0,1.0,0.42,0.4242, 0.77 ,0.3881,41.0, 168.0 ,209.0,105
2423.0,2011-04-15,2.0,0.0,4.0,20.0,1.0,5.0,0.0,2.0,0.4,0.4091,0.76,0.3284,26.0,92.0,118.0,48
2424.0,2011-04-15,2.0,0.0,4.0,21.0,1.0,5.0,0.0,2.0,0.4,0.4091,0.76,0.2985,25.0,77.0,102.0,158
2425.0,2011-04-15,2.0,0.0,4.0,22.0,1.0,5.0,0.0,2.0,0.38,0.3939,0.82,0.3881,16.0,64.0,80.0,906
2426.0,2011-04-15,2.0,0.0,4.0,23.0,1.0,5.0,,2.0,0.36,0.3485,0.81,0.194,8.0,56.0,64.0,
2427.0,2011-04-16,223.0,0.0,4.0,0.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.81,0.2239,7.0,36.0,43.0,714
2428.0,2011-04-16,2.0,0.0,4.0,1.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.87,0.2836,5.0,28.0,33.0,804
2429.0, 2011-04-16 ,2.0,0.0,4.0,2.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.87,0.1343,5.0,19.0, 24.0 ,11
2430.0,2011-04-16,2.0,0.0,4.0,3.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.87,0.1642,5.0,9.0,14.0,624
2431.0,2011-04-16,2.0,0.0,4.0,4.0,0.0,6.0, 0.0 ,2.0,0.36,0.3485,0.87,0.2239,1.0,4.0,5.0,569
error,2011-04-16,2.0,0.0,4.0,5.0,0.0,6.0,0.0,2.0, 0.38 ,0.3939,0.87,0.2836,1.0,3.0, 4.0 ,bad
 2433.0 ,2011-04-16,2.0, NAN ,4.0,6.0,0.0,6.0,0.0,3.0,0.4,0.4091, 0.82 ,0.3284,1.0,9.0, 10.0 ,764
2434.0,2011-04-16,2.0, 0.0 ,4.0,7.0,?,6.0,0.0,2.0,0.4,0.4091, 0.82 ,0.4179,3.0,18.0,21.0,164
2435.0,2011-04-16,2.0,0.0,4.0, 8.0 ,0.0,6.0,0.0,3.0,0.4,0.4091,0.87,0.3582,7.0,38.0,45.0,600
2436.0,2011-04-16,2.0,0.0,4.0,9.0,0.0,6.0, 0.0 ,3.0,0.4,0.4091, 1.0 ,0.2985,2.0,27.0,29.0,348
2437.0,2011-04-16,2.0,0.0,4.0,10.0,0.0,6.0,0.0,3.0,0.42,0.4242,0.94, 0.3881 ,1.0,21.0,22.0,488
2438.0,2011-04-16,2.0,0.0,4.0,11.0,0.0,6.0,0.0,3.0,0.42, 0.4242 ,0.94,0.4478,4.0,27.0,31.0,651
2439.0,2011-04-16,2.0,0.0,560.0,12.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.88,0.5821,6.0,26.0,32.0,
2440.0,2011-04-16,2.0,0.0,4.0,13.0,0.0,6.0,0.0,3.0,0.46,0.4545,0.94,0.5224,9.0,49.0,58.0,17
2441.0,2011-04-16,2.0,0.0,4.0,14.0,0.0,6.0, 0.0 ,3.0,0.52, 0.5 ,0.83,0.5821,14.0,49.0,63.0,
2442.0,2011-04-16,2.0,0.0,4.0,15.0,0.0,6.0,0.0,3.0,0.52,0.5,0.83,0.5821,16.0,62.0,78.0,667
2443.0,2011-04-16,,0.0,4.0,16.0,0.0,6.0,0.0,3.0,0.5,0.4848,0.88,0.4627,6.0,27.0,33.0,194
2444.0,2011-04-16,2.0, 0.0 ,4.0,17.0,0.0,6.0,0.0,3.0,0.5,0.4848,0.88,0.5821,1.0,14.0,15.0,bad
2445.0,2011-04-16,2.0,0.0,4.0,18.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.94,0.3881,6.0,32.0,38.0,unknown
2446.0,2011-04-16,2.0,0.0,4.0,19.0,0.0,6.0,0.0,2.0,0.52,0.5,0.94,0.4179,9.0,62.0,71.0,
2447.0,2011-04-16,2.0,0.0,4.0,20.0,0.0,6.0,0.0,,0.44,0.4394,0.94,0.2239,4.0,49.0,53.0,
2448.0,2011-04-16,2.0,0.0,4.0,21.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.94,0.0,1.0,13.0,14.0,bad
2449.0,2011-04-16,2.0,0.0,4.0,22.0,0.0,6.0,0.0,3.0,0.42,0.4242,1.0, 0.0 ,2.0,1672.0,24.0,402
2450.0,2011-04-16,2.0,0.0,4.0,23.0,0.0,6.0,0.0,2.0,,0.4394,0.77,0.2836,5.0,30.0,35.0,77
2451.0, 2011-04-17 ,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.77,0.2836,4.0,29.0,33.0,unknown
2452.0,2011-04-17, 2.0 ,0.0,4.0,1.0,0.0,341.0,0.0,1.0, 0.42 ,0.4242,0.67,0.2239,6.0,25.0,31.0,552
2453.0,2011-04-17,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.194, 4.0 ,,29.0,216
2454.0,2011-04-17, 2.0 , 0.0 ,4.0,3.0,0.0, 0.0 ,0.0,1.0,0.4,0.4091,0.66,0.1343,12.0,13.0,25.0,unknown
2455.0,2011-04-17,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.76,0.1045,2.0,5.0,7.0,bad
2456.0,2011-04-17,2.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.71,0.1642,2.0,1.0,3.0,468
2457.0,2011-04-17,2.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.36,0.3182,0.66,0.4478,3.0,5.0,8.0,unknown
2458.0,2011-04-17,2.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.36,0.3333,0.5,,2.0, 14.0 ,16.0,652
2459.0,2011-04-17,2.0,0.0,4.0,8.0,0.0,0.0,0.0,53.0,0.38,0.3939,0.46,0.3881,7.0,36.0,43.0,98
2460.0,2011-04-17,2.0,0.0, 4.0 ,9.0,0.0,0.0,0.0,1.0,0.4,?,0.43,0.2836,31.0,71.0,102.0,
2461.0,2011-04-17,2.0,0.0,4.0,10.0,0.0,0.0,0.0,1.0, 0.42 ,0.4242,0.44,0.4478,91.0,120.0,211.0,325
2462.0,2011-04-17,2.0,0.0,4.0,11.0,0.0,0.0, 0.0 ,1.0,0.46,0.4545, 6.1499999999999995 ,0.4179,119.0,185.0,304.0,480
2463.0,2011-04-17, 2.0 ,0.0,4.0,12.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.38,0.3881,167.0,invalid,354.0,unknown
2464.0,2011-04-17,2.0,0.0,4.0,13.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.34,0.3881, 181.0 ,162.0,343.0,301
2465.0,2011-04-17,2.0,0.0,4.0,14.0,0.0,0.0,0.0,1.0,0.52,0.5,0.34,0.3881,170.0,191.0,361.0,bad
2466.0,2011-04-17,2.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.32,0.5224,179.0,209.0,388.0,220
 2467.0 ,2011-04-17,2.0,0.0,4.0,16.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.3,0.3582, 161.0 ,,343.0,649
2468.0,2011-04-17,2.0,0.0,4.0,17.0,0.0,0.0,0.0, 1.0 ,0.56,0.5303,0.3,0.4478,143.0,163.0,306.0,unknown
2469.0,2011-04-17,2.0,0.0,4.0,18.0,0.0,0.0, 0.0 ,1.0,0.56,0.5303,0.3,0.3881,102.0,175.0,277.0,972
2470.0,2011-04-17,2.0,0.0, 4.0 ,19.0,0.0, 0.0 ,0.0,1.0,0.56,0.5303,0.3,0.2985,75.0,135.0,210.0,891
2471.0,2011-04-17,2.0,0.0,4.0,20.0,0.0,428.0,0.0,1.0,0.52,0.5,0.36,0.194,44.0,97.0, 141.0 ,
2472.0,2011-04-17,2.0,0.0,4.0,21.0,0.0,0.0,0.0, 1.0 ,0.5,0.4848,0.42,0.194,13.0,70.0,83.0,bad
2473.0,2011-04-17,2.0,0.0,4.0,22.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.39,0.1045,21.0,49.0,70.0,bad
2474.0,2011-04-17,2.0,0.0,error,23.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.67,0.1642,19.0,37.0,56.0,230
2475.0,2011-04-18,2.0, 0.0 ,4.0,0.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.47,0.0896,15.0,,39.0,unknown
,2011-04-18,2.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.47,0.1343,11.0,8.0, 19.0 ,764
2477.0,2011-04-18,2.0,0.0,4.0,2.0, 0.0 ,1.0,1.0,1.0,0.42,0.4242,0.67,0.1045,14.0,2.0,16.0,421
2478.0,2011-04-18,2.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.62,0.1045,6.0,1.0,7.0,740
2479.0,2011-04-18,2.0,0.0,4.0,4.0,0.0,1.0, 1.0 ,1.0,0.4,0.4091,0.87,0.1642,2.0,4.0,6.0,901
2480.0,2011-04-18,2.0,0.0,4.0,5.0,0.0,1.0, 1.0 ,1.0, 0.4 ,0.4091,0.76, 0.0896 ,0.0,16.0,16.0,773
2481.0,2011-04-18,2.0,,4.0,6.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.82,0.0,3.0,51.0,54.0,
2482.0,2011-04-18,2.0,0.0,4.0,7.0,0.0,1.0,1.0, 1.0 ,0.46, 0.4545 ,0.63,0.0,12.0,156.0,168.0,143
2483.0,2011-04-18,2.0,0.0,4.0,8.0,0.0,,1.0,1.0,0.46,0.4545,0.63,0.0,511.0,277.0,297.0,bad
2484.0,2011-04-18,2.0,0.0,4.0,error,0.0,1.0,1.0,2.0,0.5,0.4848,0.55, 0.1045 ,37.0,132.0,169.0,510
2485.0,2011-04-18,2.0,0.0,4.0,10.0,0.0, 1.0 ,1.0,2.0,0.52,0.5,0.55,0.1045,41.0,68.0,109.0,851
2486.0,2011-04-18,2.0,0.0,4.0,11.0,0.0,1.0,1.0,2.0, 0.54 ,0.5152,0.52,0.0896,36.0,87.0,123.0,811
2487.0,2011-04-18,2.0,0.0,4.0,12.0,0.0,1.0,1.0, 2.0 ,0.56,0.5303,0.49,0.0896, 60.0 ,124.0, 184.0 ,unknown
2488.0,2011-04-18,2.0,0.0,4.0,13.0,0.0,,1.0,2.0,0.56,0.5303,0.49,0.1642,41.0,128.0,169.0,931
2489.0,2011-04-18,2.0,0.0,4.0,14.0,0.0, 1.0 ,1.0, 2.0 ,0.58,25.093,0.49,0.194,49.0,95.0,144.0,485
2490.0,2011-04-18,390.0,0.0,4.0,15.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.194,64.0,112.0,176.0,255
2491.0,2011-04-18,2.0,0.0,4.0,16.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.46,0.2836,40.0,165.0, 205.0 ,bad
2492.0,2011-04-18,2.0,0.0,4.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.49,0.2836,66.0, 362.0 , 428.0 ,501
2493.0,2011-04-18,2.0,0.0,4.0,18.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.31,0.3582,41.0,321.0,362.0,
2494.0, 2011-04-18 ,2.0,0.0,4.0, 19.0 ,0.0,1.0,1.0,1.0,0.56,0.5303, 0.46 ,0.2537,42.0,244.0,286.0,586
2495.0,2011-04-18,2.0,0.0,4.0,20.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.33,0.2985, 29.0 , 136.0 ,165.0,197
2496.0,2011-04-18,2.0,0.0,4.0,21.0,0.0,1.0,1.0,1.0, 0.56 ,0.5303,0.37,0.2836,20.0,131.0,151.0,311
2497.0,2011-04-18,2.0,0.0,4.0,22.0,0.0,1.0,1.0,1.0,0.52,0.5,0.55,0.2836,9.0,81.0,90.0,unknown
2498.0,2011-04-18,2.0,0.0,4.0,23.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.59,0.2537,11.0,35.0,46.0,22
2499.0,2011-04-19,2.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.55,0.2239,2.0,23.0,25.0,bad
,2011-04-19,2.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.2239,5.0,2.0,7.0,646
2501.0,2011-04-19,2.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.67,0.2836,8.0,5.0,13.0,bad
2502.0,2011-04-19,2.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.63,0.2239,0.0,3.0,3.0,142
2503.0,2011-04-19,2.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.67,0.0896,1.0,4.0,5.0,650
2504.0,2011-04-19,2.0,0.0,4.0,5.0,0.0,2.0,1.0,2.0,0.46,0.4545,0.72,0.194,1.0,17.0,18.0,431
 2505.0 ,2011-04-19,2.0,0.0,4.0,6.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.67,0.0,2.0,63.0,65.0,103
2506.0,2011-04-19,2.0,0.0,4.0,7.0,0.0,2.0,1.0,2.0, 0.52 ,0.5,0.55,0.0,22.0,166.0,188.0,2
2507.0,2011-04-19,2.0,0.0,4.0,8.0,0.0,2.0,1.0,2.0,0.5,0.4848, 0.68 ,0.1343,20.0,331.0, 351.0 ,307
2508.0,2011-04-19,2.0,0.0,4.0,9.0,0.0,2.0,1.0,192.0,0.52,0.5,0.63,0.0896,23.0,139.0,1620.0,761
2509.0,2011-04-19,2.0,0.0,4.0,10.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.72,0.2239,15.0,60.0,75.0,739
2510.0,2011-04-19,2.0,,4.0,11.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.1642,19.0,53.0,72.0,832
2511.0,2011-04-19,2.0,0.0, 4.0 ,12.0,0.0,2.0,1.0,2.0,0.54,0.5152, 0.64 ,0.0896,19.0,84.0,103.0,995
2512.0,2011-04-19,2.0,0.0,4.0,13.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.2239,26.0,103.0,129.0,
2513.0,2011-04-19,2.0,0.0,4.0, 14.0 ,0.0,2.0,1.0, 2.0 ,0.54,0.5152,0.64,0.194,19.0,88.0,107.0,567
2514.0,2011-04-19,2.0,0.0,4.0,15.0,0.0,2.0, 1.0 , 2.0 ,0.54,0.5152,0.65,0.1642,44.0, 83.0 ,127.0,bad
2515.0,2011-04-19,2.0,0.0,4.0,16.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.52,0.2985,30.0,162.0, 192.0 ,779
2516.0,2011-04-19,2.0,0.0,4.0,17.0,0.0,2.0,1.0,error,0.56,0.5303,0.6,0.1045,39.0,372.0,411.0,unknown
2517.0,2011-04-19,2.0,0.0,4.0,18.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.64,0.1343,44.0,377.0,421.0,742
2518.0,2011-04-19, 2.0 ,0.0,4.0,19.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.72,0.194,28.0,248.0,276.0,999
2519.0,2011-04-19,2.0,0.0,4.0,20.0,0.0, 2.0 ,1.0,2.0,0.5,0.4848,0.72,0.2239,20.0,148.0,168.0,741
2520.0,2011-04-19,2.0,0.0,4.0,21.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.72,0.1343,8.0,114.0,122.0,unknown
2521.0,2011-04-19,2.0,0.0,4.0,22.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.77, 0.0896 ,3.0,109.0,112.0,20
 2522.0 ,2011-04-19,invalid,0.0,4.0,23.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.88,0.0896,11.0,41.0,52.0,bad
2523.0,2011-04-20,2.0,0.0,4.0,0.0, 0.0 ,3.0,1.0,1.0,961.44,0.4394,0.88,0.1343,4.0,29.0,33.0,74
2524.0,2011-04-20,2.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.94,0.1642,2.0,5.0,7.0,44
2525.0,2011-04-20,2.0,0.0,,2.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.94,0.1642,0.0,2.0,2.0,
2526.0,2011-04-20,2.0,0.0,4.0,3.0,NULL,3.0,1.0,1.0,0.42,0.4242, 0.94 ,0.0,0.0,2.0, 2.0 ,932
2527.0,2011-04-20,2.0, 0.0 ,4.0,4.0,0.0,3.0,1.0,1.0,0.4,0.4091,35.0,,5.0,4.0,9.0,bad
2528.0,2011-04-20,2.0,0.0,4.0,5.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.94,0.194,1.0,14.0,15.0,690
2529.0,2011-04-20,2.0,0.0,4.0,6.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.94,0.1642,2.0,62.0,64.0,bad
2530.0,2011-04-20,2.0,0.0,4.0,7.0,0.0,3.0,1.0,?, 0.44 ,0.4394,42.3,0.0,26.0,211.0,237.0,276
2531.0,2011-04-20,2.0,0.0,4.0,8.0,0.0,3.0,1.0,1.0,0.62,0.6061,0.69,0.4627,22.0,374.0, 396.0 ,972
2532.0,2011-04-20,2.0,0.0,4.0,9.0,0.0,3.0,1.0,1.0, 0.66 ,0.6212,0.61,0.2836,27.0,170.0,197.0,260
2533.0,2011-04-20,2.0,0.0,4.0,10.0,0.0,3.0,1.0,1.0,0.62,0.6061,0.69,0.0896,45.0,86.0,131.0,unknown
2534.0,2011-04-20,2.0,0.0,4.0,11.0, 0.0 ,3.0,1.0,1.0,0.62,0.6061,0.69,0.0896,31.0,87.0,118.0,325
2535.0,2011-04-20,2.0,0.0,4.0,12.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.48,0.3881,28.0,117.0,145.0,unknown
2536.0,2011-04-20,2.0,0.0,4.0,13.0,0.0, 3.0 ,1.0,1.0,0.7,0.6515,0.48,,42.0,135.0,177.0,938
2537.0,2011-04-20,2.0,0.0,4.0,14.0,0.0, 3.0 ,1.0,1.0,0.74,0.6515,0.4,325.4627, 33.0 ,115.0,148.0,
2538.0,2011-04-20,2.0,0.0,4.0,15.0,111.0,3.0,1.0,2.0,0.76,0.6667,0.35,0.3582,32.0,113.0,145.0,unknown
2539.0,2011-04-20,2.0,0.0,4.0,16.0,0.0,3.0,1.0,2.0,0.76,error, 0.35 ,0.3582,54.0,201.0,255.0,892
2540.0,2011-04-20,2.0,0.0,4.0, 17.0 ,0.0,3.0,1.0,2.0,0.74,0.6515,0.37,0.4179,34.0,398.0,,132
2541.0,2011-04-20,2.0,0.0,837.0,18.0,0.0,3.0,1.0,1.0, 0.74 ,0.6515,0.3,0.3582,56.0,385.0,441.0,740
2542.0, 2011-04-20 ,2.0,0.0,4.0,19.0,0.0,216.0,1.0,1.0,0.7,0.6364,0.32,0.2537,74.0,309.0,383.0,883
2543.0,2011-04-20,2.0,0.0,4.0,20.0,0.0,3.0, 1.0 ,1.0,0.68,0.6212,0.32,0.1045,31.0,194.0,225.0,541
2544.0,2011-04-20,2.0,0.0,4.0,21.0,0.0,3.0,1.0,1.0,0.66,0.6212, 0.36 ,0.2836,38.0,134.0,172.0,
2545.0,2011-04-20,2.0,0.0,4.0,22.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.41,0.2537,12.0,105.0,117.0,759
2546.0,2011-04-20,2.0,0.0,4.0,1932.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.4,0.3284,14.0,79.0,93.0,648
2547.0,2011-04-21,2.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.43,0.3582,11.0,N/A,44.0,bad
2548.0,2011-04-21,2.0,0.0,4.0, 1.0 ,,4.0,1.0,1.0,0.52,0.5,0.45,0.2239,6.0,20.0,26.0,bad
2549.0,2011-04-21,2.0, 0.0 ,NULL,2.0,0.0,4.0,1.0, 1.0 , 0.5 ,0.4848,0.42,0.3881,3.0,10.0,13.0,254
2550.0,2011-04-21,2.0,0.0,4.0,3.0,0.0,4.0, 1.0 ,2.0,0.46,0.4545,0.51,0.4627,4.0,3.0,7.0,
2551.0,2011-04-21,2.0,0.0,4.0,4.0,,4.0,1.0,2.0,0.44,0.4394,0.54, 0.4478 ,2.0,4.0,6.0,183
2552.0, 2011-04-21 ,2.0,0.0,4.0,5.0,0.0,4.0,1.0,2.0,0.42,0.4242,0.54,0.5522,0.0,14.0,14.0,10
2553.0,2011-04-21,2.0,0.0,4.0,6.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.58,0.5821,2.0,73.0,75.0,36
,2011-04-21, 2.0 ,0.0,4.0,7.0,0.0,4.0,1.0,2.0,0.42,0.4242,0.47,,15.0,183.0,198.0,unknown
 2555.0 ,2011-04-21,2.0,0.0,4.0,8.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.5,0.4925,19.0,346.0,365.0,757
2556.0, 2011-04-21 ,2.0,0.0,4.0,9.0,0.0,4.0,1.0,2.0, 0.42 ,0.4242,0.47,0.2836,18.0,178.0,196.0,856
 2557.0 ,2011-04-21,2.0,0.0,4.0,10.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.44,0.3582,25.0,73.0,98.0,unknown
2558.0,2011-04-21,2.0, 0.0 ,4.0,11.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.41,N/A,34.0,99.0,133.0,575
